ID (numéro dans url produit),"1 si le produit est actif, sinon 0 pour inactif",Nom du produit,Nom du produit,"id des catégories, le premier nom est la catégorie par défaut",Catégorie Principale,Famille,Prix HT,ID de la règle de taxe utilisée par le produit,Prix détail (TD),"1 si le produit est en solde, sinon 0",Montant en euro de la remise (TTC) (TTC),Montant en pourcentage de la remise,date de début pour la remise,date de fin pour la remise,Référence du produit,Référence du produit chez le fournisseur,Nom du fournisseur,Nom du fabricant (pas obligatoire),Code-barres EAN-13 ou JAN du produit,Code-barres UPC,écotaxe,Largeur (en cm),Hauteur (en cm),Profondeur (en cm),"Poids du produit (en kg)
Enfant : le plus haut
Adulte : une moyenne",quantité totale de produit,Quantité minimale,NE PAS REMPLIR Visibilité,Prix additionnel pour le transport,unité de mesure pour le prix unitaire,Prix unitaire HT,Résumé en HTML FR,Résumé en HTML EN,Description en HTML FR,Description en HTML EN,Mots clefs,Balise titre utilisés pour le référencement,Balise titre utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Meta description utilisés pour le référencement,Balise Meta description utilisés pour le référencement,URL simplifiée FR,URL simplifiée EN,texte utilisé sur la fiche produit lorsque le produit est en stock,texte utilisé sur la fiche produit lorsqu'il n'est pas disponible,"1 si le produit est disponible, 0 sinon",Date de disponibilité du produit,date d'ajout du produit,1 pour afficher le prix sinon 0,"urls des images produit séparé par une virgules, dans l'ordre des positions, la première image étant celle par défaut.",1 pour supprime les images du produit avant l'import sinon 0,Valeurs des caractéristiques du produit. FR,Valeurs des caractéristiques du produit. EN,1 pour indiquer que le produit est disponible uniquement en ligne,"indiquer l'état du produit : new (nouveau), used (utilisé), refurbished (reconditionné)",1 pour Activer la personnalisation sinon 0,Personnalisation : nombre de champs de mise en ligne de fichiers,Personnalisation : Champs de texte,Rupture de stock,ID de la boutique,Active la gestion avancé des stocks,Les quantités disponibles pour le produit actuel et ses déclinaisons sont basées sur le stock de votre entrepôt,Entrepôt,Couleurs,Colors,Fabriqué en,Made in,Matière,Material,Pointures,Sizes,,Utilisé pour la short description,,test url imgs,Type de produit UK,Type de produit FR,Idéal pour,Ideal for,Saison,Season,Description produit FR (caractéristiques),Description produit UK (caractéristiques),Description Couleurs FR,Description Couleurs Uk
55,1,Sunlight,Sunlight,"Sandales enfant,Enfant",Sandales enfant,Enfant,10,1,3.9,,,,,,SUNLIGHT-EN,SUNLIGHT,,Méduse,,,,,,,0.212,1,1,,,,,<p>Le modèle Sunlight est une paire de sandale pour les enfants de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Sunlight is a pair of kids's sandal by Méduse available in many colors.</p>,"<p>Disponible de la taille 18 au 34 et dans de nombreuses couleurs, la sandale Sunlight pour les enfants est un modèle parfait pour la plage. Ces sandales possèdent un pvc spécial pour obtenir une version phosphorescente.<br />Facile d'entretien, la sandale Sunlight vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 18 to 34 in many colors, these kids's Sunlight sandal are the perfect pair for the beach. These sandal have a special PVC that allows for a phosphorescent finish.<br />Easy to maintain, the Sunlight sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Enfant Sunlight,Sandals Kids Sunlight,,,"Découvrez dès maintenant les sandales pour enfants Sunlight de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour la plage.","Shop now the sandals for kids Sunlight by Méduse. Available in many colors, they’ll be perfect for the beach.",sandales-enfant-sunlight,sandals-kids-sunlight,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:18 au 34:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:18 to 34:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Bleuté; Corail; Vert,Light blue; Coral; Green,France,France,Pvc,Pvc,18 au 34,18 to 34,,Kids,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,un pvc spécial pour obtenir une version phosphorescente,a special PVC that allows for a phosphorescent finish,dans de nombreuses couleurs,in many colors
56,1,Sunlight,Sunlight,"Sandales femme,Femme",Sandales femme,Femme,17.5,1,7.3,,,,,,SUNLIGHT-FE,SUNLIGHT,,Méduse,,,,,,,0.236,1,1,,,,,<p>Le modèle Sunlight est une paire de sandale pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Sunlight is a pair of women's sandal by Méduse available in many colors.</p>,"<p>Disponible de la taille 35 au 41 et dans de nombreuses couleurs, la sandale Sunlight pour les femmes est un modèle parfait pour la plage. Ces sandales possèdent un pvc spécial pour obtenir une version phosphorescente.<br />Facile d'entretien, la sandale Sunlight vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 35 to 41 in many colors, these women's Sunlight sandal are the perfect pair for the beach. These sandal have a special PVC that allows for a phosphorescent finish.<br />Easy to maintain, the Sunlight sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Femme Sunlight,Sandals Women Sunlight,,,"Découvrez dès maintenant les sandales pour femmes Sunlight de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour la plage.","Shop now the sandals for women Sunlight by Méduse. Available in many colors, they’ll be perfect for the beach.",sandales-femme-sunlight,sandals-women-sunlight,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 41:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 41:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Bleuté; Corail; Vert,Light blue; Coral; Green,France,France,Pvc,Pvc,35 au 41,35 to 41,,Women,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,un pvc spécial pour obtenir une version phosphorescente,a special PVC that allows for a phosphorescent finish,dans de nombreuses couleurs,in many colors
57,1,Sunlight,Sunlight,"Sandales homme,Homme",Sandales homme,Homme,17.5,1,7.3,,,,,,SUNLIGHT-HO,SUNLIGHT,,Méduse,,,,,,,0.26,1,1,,,,,<p>Le modèle Sunlight est une paire de sandale pour les hommes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Sunlight is a pair of men's sandal by Méduse available in many colors.</p>,"<p>Disponible de la taille 39 au 42 et dans de nombreuses couleurs, la sandale Sunlight pour les hommes est un modèle parfait pour la plage. Ces sandales possèdent un pvc spécial pour obtenir une version phosphorescente.<br />Facile d'entretien, la sandale Sunlight vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 39 to 42 in many colors, these men's Sunlight sandal are the perfect pair for the beach. These sandal have a special PVC that allows for a phosphorescent finish.<br />Easy to maintain, the Sunlight sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Homme Sunlight,Sandals Men Sunlight,,,"Découvrez dès maintenant les sandales pour hommes Sunlight de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour la plage.","Shop now the sandals for men Sunlight by Méduse. Available in many colors, they’ll be perfect for the beach.",sandales-homme-sunlight,sandals-men-sunlight,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:39 au 42:3,Saison:Printemps/Été:4,Idéal pour:la plage:5","Made in:France:1,Material:Pvc:2,Sizes:39 to 42:3,Season:Spring/Summer:4,Ideal for:the beach:5",0,,,,,,,,,,Bleuté; Corail; Vert,Light blue; Coral; Green,France,France,Pvc,Pvc,39 au 42,39 to 42,,Men,,,Sandal,Sandale,la plage,the beach,printemps/été,spring/summer,un pvc spécial pour obtenir une version phosphorescente,a special PVC that allows for a phosphorescent finish,dans de nombreuses couleurs,in many colors
107,1,Bora,Bora,"Sandales femme,Femme",Sandales femme,Femme,45,1,18.7,,,,,,BORA-FE,BORA,,Méduse,,,,,,,0.764,1,1,,,,,<p>Le modèle Bora est une paire de sandale pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Bora is a pair of women's sandal by Méduse available in many colors.</p>,"<p>Disponible de la taille 36 au 41 et dans de nombreuses couleurs, la sandale Bora pour les femmes est un modèle parfait pour les journées ensoleillées. Ces sandales possèdent des lanières en pvc et/ou cuir selon les couleurs.<br />Facile d'entretien, la sandale Bora vous donnera entièrement satisfaction pour la saison printemps/été.</p>","<p>Available from a size 36 to 41 in many colors, these women's Bora sandal are the perfect pair for the sunny days. These sandal have straps in PVC and/or leather depending on the colors.<br />Easy to maintain, the Bora sandal will be your perfect partner throughout the spring/summer.</p>",,Sandales Femme Bora,Sandals Women Bora,,,"Découvrez dès maintenant les sandales pour femmes Bora de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées ensoleillées.","Shop now the sandals for women Bora by Méduse. Available in many colors, they’ll be perfect for the sunny days.",sandales-femme-bora,sandals-women-bora,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Printemps/Été:4,Idéal pour:les journées ensoleillées:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Spring/Summer:4,Ideal for:the sunny days:5",0,,,,,,,,,,Argent pailleté; Bleu pastel; Canari; Carmin; Fuchsia; Lagon; Noir; Nuage; Rose pastel; Saumon pailleté; Vert pastel; Bleu-Multico; Fuchsia-Multico; Hologramme-Noir; Noir-Argent pailleté; Nude-Argent pailleté,Glittery silver; Pastel blue; Canary yellow; Carmine; Fushcia; Lagoon; Black; Cloud grey; Pastel pink; Glittery salmon; Pastel green; Blue/Multicoloured; Fuchsia/Multicolored; Holo/Black; Black/Glittery silver; Nude/Glittery silver,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Sandal,Sandale,les journées ensoleillées,the sunny days,printemps/été,spring/summer,des lanières en pvc et/ou cuir selon les couleurs,straps in PVC and/or leather depending on the colors,dans de nombreuses couleurs,in many colors
144,1,Jumpy,Jumpy,"Bottines enfant,Enfant",Bottines enfant,Enfant,42.5,1,14.9,,,,,,JUMPY-EN,JUMPY,,Méduse,,,,,,,1.022,1,1,,,,,<p>Le modèle Jumpy est une paire de bottine pour les enfants de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Jumpy is a pair of kids's low boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 30 au 34 et dans de nombreuses couleurs, la bottine Jumpy pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent des semelles et des élastiques de couleurs.<br />Facile d'entretien, la bottine Jumpy vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 30 to 34 in many colors, these kids's Jumpy low boot are the perfect pair for the rainy days. These low boot have colored soles and elastics.<br />Easy to maintain, the Jumpy low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Enfant Jumpy,Low Boots Kids Jumpy,,,"Découvrez dès maintenant les bottines pour enfants Jumpy de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for kids Jumpy by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottines-enfant-jumpy,low-boots-kids-jumpy,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:30 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:30 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir-Noir; Noir-Rouge; Marine-Blanc; Anthracite-Fuchsia; Marine-Bleu; Bleu pastel-Crêpe; Rose pastel-Crêpe; Vert pastel-Crêpe,Black-Black; Black-Red; Navy blue-White; Dark grey-Fuchsia; Navy blue-Blue; Pastel blue-Tan; Pastel pink-Tan; Pastel green-Tan,France,France,Pvc,Pvc,30 au 34,30 to 34,,Kids,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,des semelles et des élastiques de couleurs,colored soles and elastics,dans de nombreuses couleurs,in many colors
58,1,Jumpy,Jumpy,"Bottines femme,Femme",Bottines femme,Femme,42.5,1,14.9,,,,,,JUMPY-FE,JUMPY,,Méduse,,,,,,,1.114,1,1,,,,,<p>Le modèle Jumpy est une paire de bottine pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Jumpy is a pair of women's low boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 35 au 42 et dans de nombreuses couleurs, la bottine Jumpy pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent des semelles et des élastiques de couleurs.<br />Facile d'entretien, la bottine Jumpy vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in many colors, these women's Jumpy low boot are the perfect pair for the rainy days. These low boot have colored soles and elastics.<br />Easy to maintain, the Jumpy low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Jumpy,Low Boots Women Jumpy,,,"Découvrez dès maintenant les bottines pour femmes Jumpy de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Jumpy by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottines-femme-jumpy,low-boots-women-jumpy,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir-Noir; Noir-Rouge; Marron-Bordeaux; Taupe-Vieux rose; Kaki-Bleu; Marine-Blanc; Anthracite-Fuchsia; Marine-Bleu; Marron-Noir; Kaki-Brique; Caramel-Bleu; Bleu pastel-Crêpe; Marine-Bleu pastel; Marron-Pétrole; Noir-Orange; Rose pastel-Crêpe; Vert pastel-Crêpe,Black/Black; Black/Red; Brown/Burgundy; Taupe/Dusty pink; Khaki/Blue; Navy blue/White; Dark grey/Fuchsia; Navy blue/Blue; Brown/Black; Khaki/Brick; Caramel/Blue; Pastel blue/Tan; Navy blue/Pastel blue; Brown/Petrol; Black/Orange; Pastel pink/Tan; Pastel green/Tan,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,des semelles et des élastiques de couleurs,colored soles and elastics,dans de nombreuses couleurs,in many colors
145,1,Camaro,Camaro,"Bottines femme,Femme",Bottines femme,Femme,30,1,10.75,,,,,,CAMARO-FE,CAMARO,,Méduse,,,,,,,1.145,1,1,,,,,<p>Le modèle Camaro est une paire de bottine pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Camaro is a pair of women's low boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 36 au 42 et dans de nombreuses couleurs, la bottine Camaro pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un talon.<br />Facile d'entretien, la bottine Camaro vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 42 in many colors, these women's Camaro low boot are the perfect pair for the rainy days. These low boot have a heel.<br />Easy to maintain, the Camaro low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Camaro,Low Boots Women Camaro,,,"Découvrez dès maintenant les bottines pour femmes Camaro de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Camaro by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottines-femme-camaro,low-boots-women-camaro,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir; Rouge; Marine; Canari; Nuage; Bronze; Bleu pastel; Bordeaux; Vert pastel,Black; Red; Navy blue; Canary yellow; Cloud grey; Bronze; Pastel blue; Burgundy; Pastel green,France,France,Pvc,Pvc,36 au 42,36 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un talon,a heel,dans de nombreuses couleurs,in many colors
146,1,Camino,Camino,"Bottines femme,Femme",Bottines femme,Femme,45,1,9.9,,,,,,CAMINO-FE,CAMINO,,Méduse,,,,,,,1.12,1,1,,,,,<p>Le modèle Camino est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Bronze.</p>,<p>The Camino is a pair of women's low boot by Méduse available in Bronze.</p>,"<p>Disponible de la taille 36 au 42 et en coloris Bronze, la bottine Camino pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un joli noeud sur le côté du pied.<br />Facile d'entretien, la bottine Camino vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 42 in Bronze, these women's Camino low boot are the perfect pair for the rainy days. These low boot have a pretty bow on the top of the shoe.<br />Easy to maintain, the Camino low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Camino,Low Boots Women Camino,,,"Découvrez dès maintenant les bottines pour femmes Camino de la marque Méduse. Disponible en coloris Bronze, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Camino by Méduse. Available in Bronze, they’ll be perfect for the rainy days.",bottines-femme-camino,low-boots-women-camino,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Bronze noeud léopard-Fuchsia,Bronze with a leopard/fuchsia bow,France,France,Pvc,Pvc,36 au 42,36 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un joli noeud sur le côté du pied,a pretty bow on the top of the shoe,en coloris Bronze,in Bronze
147,1,Skippy,Skippy,"Bottes enfant,Enfant",Bottes enfant,Enfant,25,1,10.5,,,,,,SKIPPY-EN,SKIPPY,,Méduse,,,,,,,1.351,1,1,,,,,<p>Le modèle Skippy est une paire de botte pour les enfants de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Skippy is a pair of kids's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 22 au 34 et dans de nombreuses couleurs, la botte Skippy pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une semelle blanche avec 3 coloris au choix pour la botte.<br />Facile d'entretien, la botte Skippy vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 22 to 34 in many colors, these kids's Skippy high boot are the perfect pair for the rainy days. These high boot have a white sole and come in 3 boot colors to choose from.<br />Easy to maintain, the Skippy high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Enfant Skippy,High Boots Kids Skippy,,,"Découvrez dès maintenant les bottes pour enfants Skippy de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for kids Skippy by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-enfant-skippy,high-boots-kids-skippy,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:22 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:22 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Blanc; Rouge-Blanc; Jaune-Blanc,Navy blue/White; Red/White; Yellow/White,France,France,Pvc,Pvc,22 au 34,22 to 34,,Kids,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une semelle blanche avec 3 coloris au choix pour la botte,a white sole and come in 3 boot colors to choose from,dans de nombreuses couleurs,in many colors
59,1,Skippy,Skippy,"Bottes femme,Femme",Bottes femme,Femme,35,1,14,,,,,,SKIPPY-FE,SKIPPY,,Méduse,,,,,,,1.483,1,1,,,,,<p>Le modèle Skippy est une paire de botte pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Skippy is a pair of women's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 35 au 42 et dans de nombreuses couleurs, la botte Skippy pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une semelle blanche avec 3 coloris au choix pour la botte.<br />Facile d'entretien, la botte Skippy vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in many colors, these women's Skippy high boot are the perfect pair for the rainy days. These high boot have a white sole and come in 3 boot colors to choose from.<br />Easy to maintain, the Skippy high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Skippy,High Boots Women Skippy,,,"Découvrez dès maintenant les bottes pour femmes Skippy de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Skippy by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-femme-skippy,high-boots-women-skippy,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Blanc; Rouge-Blanc; Jaune-Blanc,Navy blue/White; Red/White; Yellow/White,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une semelle blanche avec 3 coloris au choix pour la botte,a white sole and come in 3 boot colors to choose from,dans de nombreuses couleurs,in many colors
60,1,Skippy,Skippy,"Bottes homme,Homme",Bottes homme,Homme,37.5,1,15.2,,,,,,SKIPPY-HO,SKIPPY,,Méduse,,,,,,,1.68,1,1,,,,,<p>Le modèle Skippy est une paire de botte pour les hommes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Skippy is a pair of men's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 39 au 45 et dans de nombreuses couleurs, la botte Skippy pour les hommes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une semelle blanche avec 3 coloris au choix pour la botte.<br />Facile d'entretien, la botte Skippy vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 39 to 45 in many colors, these men's Skippy high boot are the perfect pair for the rainy days. These high boot have a white sole and come in 3 boot colors to choose from.<br />Easy to maintain, the Skippy high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Homme Skippy,High Boots Men Skippy,,,"Découvrez dès maintenant les bottes pour hommes Skippy de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for men Skippy by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-homme-skippy,high-boots-men-skippy,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:39 au 45:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:39 to 45:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Blanc; Rouge-Blanc; Jaune-Blanc,Navy blue/White; Red/White; Yellow/White,France,France,Pvc,Pvc,39 au 45,39 to 45,,Men,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une semelle blanche avec 3 coloris au choix pour la botte,a white sole and come in 3 boot colors to choose from,dans de nombreuses couleurs,in many colors
148,1,Jumpard,Jumpard,"Bottines femme,Femme",Bottines femme,Femme,47.5,1,17.5,,,,,,JUMPARD-FE,JUMPARD,,Méduse,,,,,,,1.1,1,1,,,,,<p>Le modèle Jumpard est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Marron.</p>,<p>The Jumpard is a pair of women's low boot by Méduse available in Brown.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Marron, la bottine Jumpard pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un élastique imprimé léopard.<br />Facile d'entretien, la bottine Jumpard vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 30 to 42 in Brown, these women's Jumpard low boot are the perfect pair for the rainy days. These low boot have a leopard-printed elastic.<br />Easy to maintain, the Jumpard low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Jumpard,Low Boots Women Jumpard,,,"Découvrez dès maintenant les bottines pour femmes Jumpard de la marque Méduse. Disponible en coloris Marron, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Jumpard by Méduse. Available in Brown, they’ll be perfect for the rainy days.",bottines-femme-jumpard,low-boots-women-jumpard,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:30 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marron,Brown,France,France,Pvc,Pvc,35 au 42,30 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un élastique imprimé léopard,a leopard-printed elastic,en coloris Marron,in Brown
149,1,Jumpail,Jumpail,"Bottines femme,Femme",Bottines femme,Femme,47.5,1,17.4,,,,,,JUMPAIL-FE,JUMPAIL,,Méduse,,,,,,,1.089,1,1,,,,,<p>Le modèle Jumpail est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Argent Pailleté et Marron Pailleté.</p>,<p>The Jumpail is a pair of women's low boot by Méduse available in Glittery silver and Glittery brown.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Argent Pailleté et Marron Pailleté, la bottine Jumpail pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent une semelle ou le pied entièrement pailleté selon les couleurs.<br />Facile d'entretien, la bottine Jumpail vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Glittery silver and Glittery brown, these women's Jumpail low boot are the perfect pair for the rainy days. These low boot have a glittery sole or entirely glittery shoe depending on the colors.<br />Easy to maintain, the Jumpail low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Jumpail,Low Boots Women Jumpail,,,"Découvrez dès maintenant les bottines pour femmes Jumpail de la marque Méduse. Disponible en coloris Argent Pailleté et Marron Pailleté, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Jumpail by Méduse. Available in Glittery silver and Glittery brown, they’ll be perfect for the rainy days.",bottines-femme-jumpail,low-boots-women-jumpail,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Argent pailleté; Marron-Bordeaux pailleté,Glittery silver; Brown/Glittery burgundy,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une semelle ou le pied entièrement pailleté selon les couleurs,a glittery sole or entirely glittery shoe depending on the colors,en coloris Argent Pailleté et Marron Pailleté,in Glittery silver and Glittery brown
