ID (numéro dans url produit),"1 si le produit est actif, sinon 0 pour inactif",Nom du produit,Nom du produit,"id des catégories, le premier nom est la catégorie par défaut",Catégorie Principale,Famille,Prix HT,ID de la règle de taxe utilisée par le produit,Prix détail (TD),"1 si le produit est en solde, sinon 0",Montant en euro de la remise (TTC) (TTC),Montant en pourcentage de la remise,date de début pour la remise,date de fin pour la remise,Référence du produit,Référence du produit chez le fournisseur,Nom du fournisseur,Nom du fabricant (pas obligatoire),Code-barres EAN-13 ou JAN du produit,Code-barres UPC,écotaxe,Largeur (en cm),Hauteur (en cm),Profondeur (en cm),"Poids du produit (en kg)
Enfant : le plus haut
Adulte : une moyenne",quantité totale de produit,Quantité minimale,NE PAS REMPLIR Visibilité,Prix additionnel pour le transport,unité de mesure pour le prix unitaire,Prix unitaire HT,Résumé en HTML FR,Résumé en HTML EN,Description en HTML FR,Description en HTML EN,Mots clefs,Balise titre utilisés pour le référencement,Balise titre utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Mots clefs utilisés pour le référencement,Balise Meta description utilisés pour le référencement,Balise Meta description utilisés pour le référencement,URL simplifiée FR,URL simplifiée EN,texte utilisé sur la fiche produit lorsque le produit est en stock,texte utilisé sur la fiche produit lorsqu'il n'est pas disponible,"1 si le produit est disponible, 0 sinon",Date de disponibilité du produit,date d'ajout du produit,1 pour afficher le prix sinon 0,"urls des images produit séparé par une virgules, dans l'ordre des positions, la première image étant celle par défaut.",1 pour supprime les images du produit avant l'import sinon 0,Valeurs des caractéristiques du produit. FR,Valeurs des caractéristiques du produit. EN,1 pour indiquer que le produit est disponible uniquement en ligne,"indiquer l'état du produit : new (nouveau), used (utilisé), refurbished (reconditionné)",1 pour Activer la personnalisation sinon 0,Personnalisation : nombre de champs de mise en ligne de fichiers,Personnalisation : Champs de texte,Rupture de stock,ID de la boutique,Active la gestion avancé des stocks,Les quantités disponibles pour le produit actuel et ses déclinaisons sont basées sur le stock de votre entrepôt,Entrepôt,Couleurs,Colors,Fabriqué en,Made in,Matière,Material,Pointures,Sizes,,Utilisé pour la short description,,test url imgs,Type de produit UK,Type de produit FR,Idéal pour,Ideal for,Saison,Season,Description produit FR (caractéristiques),Description produit UK (caractéristiques),Description Couleurs FR,Description Couleurs Uk
173,1,Flamboy,Flamboy,"Bottes femme,Femme",Bottes femme,Femme,67.5,1,29.3,,,,,,FLAMBOY-FE,FLAMBOY,,Méduse,,,,,,,1.901,1,1,,,,,<p>Le modèle Flamboy est une paire de botte pour les femmes de la marque Méduse disponible en coloris Noir.</p>,<p>The Flamboy is a pair of women's high boot by Méduse available in Black.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Noir, la botte Flamboy pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une bande en cuir dans le haut de la botte avec une bride décorative.<br />Facile d'entretien, la botte Flamboy vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Black, these women's Flamboy high boot are the perfect pair for the rainy days. These high boot have a leather band at the top of the boot with a decorative strap.<br />Easy to maintain, the Flamboy high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Flamboy,High Boots Women Flamboy,,,"Découvrez dès maintenant les bottes pour femmes Flamboy de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Flamboy by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottes-femme-flamboy,high-boots-women-flamboy,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir,Black,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une bande en cuir dans le haut de la botte avec une bride décorative,a leather band at the top of the boot with a decorative strap,en coloris Noir,in Black
174,1,Camapail,Camapail,"Bottines femme,Femme",Bottines femme,Femme,30,1,11.5,,,,,,CAMAPAIL-FE,CAMAPAIL,,Méduse,,,,,,,1.098,1,1,,,,,<p>Le modèle Camapail est une paire de bottine pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Camapail is a pair of women's low boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 36 au 42 et dans de nombreuses couleurs, la bottine Camapail pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un pvc pailleté.<br />Facile d'entretien, la bottine Camapail vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 42 in many colors, these women's Camapail low boot are the perfect pair for the rainy days. These low boot have a glittery PVC.<br />Easy to maintain, the Camapail low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Camapail,Low Boots Women Camapail,,,"Découvrez dès maintenant les bottines pour femmes Camapail de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Camapail by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottines-femme-camapail,low-boots-women-camapail,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Bordeaux pailleté; Argent pailleté; Bleu pailleté; Silver pailleté,Glittery burgundy; Glittery silver; Glittery blue; Glittery silver,France,France,Pvc,Pvc,36 au 42,36 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un pvc pailleté,a glittery PVC,dans de nombreuses couleurs,in many colors
176,1,Castic,Castic,"Bottines femme,Femme",Bottines femme,Femme,40,1,16.4,,,,,,CASTIC-FE,CASTIC,,Méduse,,,,,,,0.962,1,1,,,,,<p>Le modèle Castic est une paire de bottine pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Castic is a pair of women's low boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 36 au 41 et dans de nombreuses couleurs, la bottine Castic pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un talon compensé.<br />Facile d'entretien, la bottine Castic vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in many colors, these women's Castic low boot are the perfect pair for the rainy days. These low boot have a wedged heel.<br />Easy to maintain, the Castic low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Castic,Low Boots Women Castic,,,"Découvrez dès maintenant les bottines pour femmes Castic de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Castic by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottines-femme-castic,low-boots-women-castic,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir-Pétrole; Aubergine-Bordeaux; Marine-Blanc; Noir-Silver; Bronze-Bordeaux; Marine-Bleu pastel; Taupe-Vieux rose,Black/Petrol; Aubergine/Burgundy; Navy blue/White; Black/Silver; Bronze/Burgundy; Navy blue/Pastel blue; Taupe/Dusty pink,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un talon compensé,a wedged heel,dans de nombreuses couleurs,in many colors
180,1,Flambor,Flambor,"Bottes enfant,Enfant",Bottes enfant,Enfant,32.5,1,13.5,,,,,,FLAMBOR-EN,FLAMBOR,,Méduse,,,,,,,1.581,1,1,,,,,<p>Le modèle Flambor est une paire de botte pour les enfants de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Flambor is a pair of kids's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 28 au 34 et dans de nombreuses couleurs, la botte Flambor pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un léger talon.<br />Facile d'entretien, la botte Flambor vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 28 to 34 in many colors, these kids's Flambor high boot are the perfect pair for the rainy days. These high boot have a small heel.<br />Easy to maintain, the Flambor high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Enfant Flambor,High Boots Kids Flambor,,,"Découvrez dès maintenant les bottes pour enfants Flambor de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for kids Flambor by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-enfant-flambor,high-boots-kids-flambor,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:28 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:28 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir vernis; Noir; Marron; Anthracite; Rouge,Patent black; Black; Brown; Dark grey; Red,France,France,Pvc,Pvc,28 au 34,28 to 34,,Kids,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un léger talon,a small heel,dans de nombreuses couleurs,in many colors
181,1,Flambor,Flambor,"Bottes femme,Femme",Bottes femme,Femme,37.5,1,15.1,,,,,,FLAMBOR-FE,FLAMBOR,,Méduse,,,,,,,1.741,1,1,,,,,<p>Le modèle Flambor est une paire de botte pour les femmes de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Flambor is a pair of women's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 35 au 42 et dans de nombreuses couleurs, la botte Flambor pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un léger talon.<br />Facile d'entretien, la botte Flambor vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in many colors, these women's Flambor high boot are the perfect pair for the rainy days. These high boot have a small heel.<br />Easy to maintain, the Flambor high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Flambor,High Boots Women Flambor,,,"Découvrez dès maintenant les bottes pour femmes Flambor de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Flambor by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-femme-flambor,high-boots-women-flambor,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir vernis; Noir; Marron; Anthracite; Taupe; Pétrole; Rouge; Bordeaux; Pomme; Aubergine; Violet; Caramel,Patent black; Black; Brown; Dark grey; Taupe; Petrol; Red; Burgundy; Apple green; Aubergine; Purple; Caramel,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un léger talon,a small heel,dans de nombreuses couleurs,in many colors
185,1,Airdim,Airdim,"Bottes enfant,Enfant",Bottes enfant,Enfant,22.5,1,9.75,,,,,,AIRDIM-EN,AIRDIM,,Méduse,,,,,,,0.88,1,1,,,,,<p>Le modèle Airdim est une paire de botte pour les enfants de la marque Méduse disponible dans de nombreuses couleurs.</p>,<p>The Airdim is a pair of kids's high boot by Méduse available in many colors.</p>,"<p>Disponible de la taille 20 au 34 et dans de nombreuses couleurs, la botte Airdim pour les enfants est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un imprimé unique à pois ou version panthère.<br />Facile d'entretien, la botte Airdim vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 20 to 34 in many colors, these kids's Airdim high boot are the perfect pair for the rainy days. These high boot have a unique pattern with specks or a panther version.<br />Easy to maintain, the Airdim high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Enfant Airdim,High Boots Kids Airdim,,,"Découvrez dès maintenant les bottes pour enfants Airdim de la marque Méduse. Disponible dans de nombreuses couleurs, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for kids Airdim by Méduse. Available in many colors, they’ll be perfect for the rainy days.",bottes-enfant-airdim,high-boots-kids-airdim,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:20 au 34:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:20 to 34:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marine-Pois blanc; Panthère-Fuchsia,Navy blue/White specks; Panther/Fuchsia,France,France,Pvc,Pvc,20 au 34,20 to 34,,Kids,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un imprimé unique à pois ou version panthère,a unique pattern with specks or a panther version,dans de nombreuses couleurs,in many colors
186,1,Caming,Caming,"Bottines femme,Femme",Bottines femme,Femme,35,1,14,,,,,,CAMING-FE,CAMING,,Méduse,,,,,,,1.067,1,1,,,,,<p>Le modèle Caming est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Panthère.</p>,<p>The Caming is a pair of women's low boot by Méduse available in Panther.</p>,"<p>Disponible de la taille 36 au 42 et en coloris Panthère, la bottine Caming pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un imprimé panthère.<br />Facile d'entretien, la bottine Caming vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 42 in Panther, these women's Caming low boot are the perfect pair for the rainy days. These low boot have a panther print.<br />Easy to maintain, the Caming low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Caming,Low Boots Women Caming,,,"Découvrez dès maintenant les bottines pour femmes Caming de la marque Méduse. Disponible en coloris Panthère, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Caming by Méduse. Available in Panther, they’ll be perfect for the rainy days.",bottines-femme-caming,low-boots-women-caming,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Panthère,Panther,France,France,Pvc,Pvc,36 au 42,36 to 42,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un imprimé panthère,a panther print,en coloris Panthère,in Panther
187,1,Casting,Casting,"Bottines femme,Femme",Bottines femme,Femme,47.5,1,20,,,,,,CASTING-FE,CASTING,,Méduse,,,,,,,0.962,1,1,,,,,<p>Le modèle Casting est une paire de bottine pour les femmes de la marque Méduse disponible en coloris Panthère et Marine.</p>,<p>The Casting is a pair of women's low boot by Méduse available in Panther and Navy blue.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Panthère et Marine, la bottine Casting pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottines possèdent un talon compensé.<br />Facile d'entretien, la bottine Casting vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Panther and Navy blue, these women's Casting low boot are the perfect pair for the rainy days. These low boot have a wedged heel.<br />Easy to maintain, the Casting low boot will be your perfect partner throughout the autumn/winter.</p>",,Bottines Femme Casting,Low Boots Women Casting,,,"Découvrez dès maintenant les bottines pour femmes Casting de la marque Méduse. Disponible en coloris Panthère et Marine, elles seront parfaites pour les journées pluvieuses.","Shop now the low boots for women Casting by Méduse. Available in Panther and Navy blue, they’ll be perfect for the rainy days.",bottines-femme-casting,low-boots-women-casting,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Panthère; Marine-Pois blanc,Panther; Navy blue/White specks,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,Low boot,Bottine,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un talon compensé,a wedged heel,en coloris Panthère et Marine,in Panther and Navy blue
188,1,Flamat,Flamat,"Bottes femme,Femme",Bottes femme,Femme,60,1,23.4,,,,,,FLAMAT-FE,FLAMAT,,Méduse,,,,,,,1.78,1,1,,,,,<p>Le modèle Flamat est une paire de botte pour les femmes de la marque Méduse disponible en coloris Noir.</p>,<p>The Flamat is a pair of women's high boot by Méduse available in Black.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Noir, la botte Flamat pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une bande noire effet capitonné sur le haut de la botte.<br />Facile d'entretien, la botte Flamat vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Black, these women's Flamat high boot are the perfect pair for the rainy days. These high boot have a black quilted band at the top of the boot.<br />Easy to maintain, the Flamat high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Flamat,High Boots Women Flamat,,,"Découvrez dès maintenant les bottes pour femmes Flamat de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Flamat by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottes-femme-flamat,high-boots-women-flamat,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir,Black,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une bande noire effet capitonné sur le haut de la botte,a black quilted band at the top of the boot,en coloris Noir,in Black
190,1,Flamille,Flamille,"Bottes femme,Femme",Bottes femme,Femme,47.5,1,18.8,,,,,,FLAMILLE-FE,FLAMILLE,,Méduse,,,,,,,1.827,1,1,,,,,<p>Le modèle Flamille est une paire de botte pour les femmes de la marque Méduse disponible en coloris Noir et Noir/Caramel.</p>,<p>The Flamille is a pair of women's high boot by Méduse available in Black and Black/Caramel.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Noir et Noir/Caramel, la botte Flamille pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une patte décorative à la cheville.<br />Facile d'entretien, la botte Flamille vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Black and Black/Caramel, these women's Flamille high boot are the perfect pair for the rainy days. These high boot have a decorative buckle around the ankle.<br />Easy to maintain, the Flamille high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Flamille,High Boots Women Flamille,,,"Découvrez dès maintenant les bottes pour femmes Flamille de la marque Méduse. Disponible en coloris Noir et Noir/Caramel, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Flamille by Méduse. Available in Black and Black/Caramel, they’ll be perfect for the rainy days.",bottes-femme-flamille,high-boots-women-flamille,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir; Noir-Caramel,Black; Black-Caramel,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une patte décorative à la cheville,a decorative buckle around the ankle,en coloris Noir et Noir/Caramel,in Black and Black/Caramel
193,1,Folkabrid,Folkabrid,"Bottes femme,Femme",Bottes femme,Femme,50,1,21,,,,,,FOLKABRID-FE,FOLKABRID,,Méduse,,,,,,,1.48,1,1,,,,,<p>Le modèle Folkabrid est une paire de botte pour les femmes de la marque Méduse disponible en coloris Marron et Noir.</p>,<p>The Folkabrid is a pair of women's high boot by Méduse available in Brown and Black.</p>,"<p>Disponible de la taille 35 au 42 et en coloris Marron et Noir, la botte Folkabrid pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent une tige moins haute qu'une botte avec une patte décorative à la cheville.<br />Facile d'entretien, la botte Folkabrid vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 35 to 42 in Brown and Black, these women's Folkabrid high boot are the perfect pair for the rainy days. These high boot have a lower bootleg with a decorative buckle around the ankle.<br />Easy to maintain, the Folkabrid high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Folkabrid,High Boots Women Folkabrid,,,"Découvrez dès maintenant les bottes pour femmes Folkabrid de la marque Méduse. Disponible en coloris Marron et Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Folkabrid by Méduse. Available in Brown and Black, they’ll be perfect for the rainy days.",bottes-femme-folkabrid,high-boots-women-folkabrid,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:35 au 42:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:35 to 42:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Marron-Marron; Noir-Caramel,Brown/Brown; Black/Caramel,France,France,Pvc,Pvc,35 au 42,35 to 42,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,une tige moins haute qu'une botte avec une patte décorative à la cheville,a lower bootleg with a decorative buckle around the ankle,en coloris Marron et Noir,in Brown and Black
197,1,Vogan,Vogan,"Bottes femme,Femme",Bottes femme,Femme,67.5,1,27.6,,,,,,VOGAN-FE,VOGAN,,Méduse,,,,,,,1.46,1,1,,,,,<p>Le modèle Vogan est une paire de botte pour les femmes de la marque Méduse disponible en coloris Noir.</p>,<p>The Vogan is a pair of women's high boot by Méduse available in Black.</p>,"<p>Disponible de la taille 36 au 41 et en coloris Noir, la botte Vogan pour les femmes est un modèle parfait pour les journées pluvieuses. Ces bottes possèdent un talon et une bande noire effet croco sur le haut de la botte.<br />Facile d'entretien, la botte Vogan vous donnera entièrement satisfaction pour la saison automne/hiver.</p>","<p>Available from a size 36 to 41 in Black, these women's Vogan high boot are the perfect pair for the rainy days. These high boot have a heel and a black crocodile-printed band at the top of the boot.<br />Easy to maintain, the Vogan high boot will be your perfect partner throughout the autumn/winter.</p>",,Bottes Femme Vogan,High Boots Women Vogan,,,"Découvrez dès maintenant les bottes pour femmes Vogan de la marque Méduse. Disponible en coloris Noir, elles seront parfaites pour les journées pluvieuses.","Shop now the high boots for women Vogan by Méduse. Available in Black, they’ll be perfect for the rainy days.",bottes-femme-vogan,high-boots-women-vogan,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures:36 au 41:3,Saison:Automne/Hiver:4,Idéal pour:les journées pluvieuses:5","Made in:France:1,Material:Pvc:2,Sizes:36 to 41:3,Season:Autumn/Winter:4,Ideal for:the rainy days:5",0,,,,,,,,,,Noir-Python,Black/Snakeskin,France,France,Pvc,Pvc,36 au 41,36 to 41,,Women,,,High boot,Botte,les journées pluvieuses,the rainy days,automne/hiver,autumn/winter,un talon et une bande noire effet croco sur le haut de la botte,a heel and a black crocodile-printed band at the top of the boot,en coloris Noir,in Black
200,1,Porte clés,Key rings,Accessoires,-,Accessoires,2.5,1,0.7,,,,,,PORTECLES-AC,PORTECLES,,Méduse,,,,,,,0.01,1,1,,,,,<p>Le modèle Porte clés est une paire de accessoire pour les accessoiress de la marque Méduse disponible .</p>,<p>The Key rings is a pair of accessories's accessorie by Méduse available .</p>,"<p>Disponible de la taille  et , la accessoire Porte clés pour les accessoiress est un modèle parfait pour . Ces accessoires possèdent .<br />Facile d'entretien, la accessoire Porte clés vous donnera entièrement satisfaction pour la saison .</p>","<p>Available from a size  , these accessories's Key rings accessorie are the perfect pair for . These accessorie have .<br />Easy to maintain, the Key rings accessorie will be your perfect partner throughout the .</p>",,Accessoires Porte clés,Accessories Key rings,,,"Découvrez dès maintenant les accessoires pour accessoiress Porte clés de la marque Méduse. Disponible , elles seront parfaites pour .","Shop now the accessories for accessories Key rings by Méduse. Available , they’ll be perfect for .",accessoires-porte-cles,accessories-key-rings,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures::3,Saison::4,Idéal pour::5","Made in:France:1,Material:Pvc:2,Sizes::3,Season::4,Ideal for::5",0,,,,,,,,,,Argent pailleté; Bleu pastel; Corail; Fuchsia; Noir; Rose pailleté; Rose pastel; Saumon pailleté; Silver; Vert pastel; Carmin; Lagon; Canari; Cobalt; Nuage; Menthe,Glittery silver; Pastel blue; Coral; Fuchsia; Black; Glittery pink; Pastel pink; Glittery salmon; Silver; Pastel green; Carmine; Lagoon; Canary yellow; Cobalt blue; Cloud grey; Mint green,France,France,Pvc,Pvc,,,,Accessories,,,Accessorie,Accessoire,,,,,,,,
201,1,Sac en tissu,Bag,Accessoires,-,Accessoires,5,1,1.5,,,,,,SACENTISSU-AC,SACENTISSU,,Méduse,,,,,,,0.07,1,1,,,,,<p>Le modèle Sac en tissu est une paire de accessoire pour les accessoiress de la marque Méduse disponible .</p>,<p>The Bag is a pair of accessories's accessorie by Méduse available .</p>,"<p>Disponible de la taille  et , la accessoire Sac en tissu pour les accessoiress est un modèle parfait pour . Ces accessoires possèdent .<br />Facile d'entretien, la accessoire Sac en tissu vous donnera entièrement satisfaction pour la saison .</p>","<p>Available from a size  , these accessories's Bag accessorie are the perfect pair for . These accessorie have .<br />Easy to maintain, the Bag accessorie will be your perfect partner throughout the .</p>",,Accessoires Sac en tissu,Accessories Bag,,,"Découvrez dès maintenant les accessoires pour accessoiress Sac en tissu de la marque Méduse. Disponible , elles seront parfaites pour .","Shop now the accessories for accessories Bag by Méduse. Available , they’ll be perfect for .",accessoires-sac-en-tissu,accessories-bag,,,,,,1,,,"Fabriqué en:France:1,Matière:Pvc:2,Pointures::3,Saison::4,Idéal pour::5","Made in:France:1,Material:Pvc:2,Sizes::3,Season::4,Ideal for::5",0,,,,,,,,,,Multicolore,Multicolored,France,France,Pvc,Pvc,,,,Accessories,,,Accessorie,Accessoire,,,,,,,,
